지식등록법령조문일련번호,지식등록법령일련번호,시행일자,조문번호,조문가지번호,조문제목,등록여부,법령지식조문일련번호,조문일련번호
141307,2295,2013-03-23,0050,00,과태료,Y,141307,31267265
141309,2295,2013-03-23,0017,00,검역합격증명서,Y,141309,31267222
141311,2295,2013-03-23,0048,00,벌칙,Y,141311,31267262
141313,2296,2013-03-23,0006,00,지원사업 등,Y,141313,30711476
141315,2297,2013-03-23,0002,00,정의,Y,141315,30664431
141317,2297,2013-03-23,0006,00,해외이주신고,Y,141317,30664435
141320,2299,2013-03-23,0015,00,처리 결과의 통지,Y,141320,30709682
141322,2299,2013-03-23,0019,00,사전심사의 청구,Y,141322,30709686
141325,2299,2013-03-23,0025,00,민원후견인,Y,141325,30709692
141327,2299,2013-03-23,0031,00,국민제안의 처리,Y,141327,30709699
141329,2299,2013-03-23,0002,00,정의,Y,141329,30709668
139227,2130,2013-03-23,0011,00,특정행위의 금지,Y,139227,31091077
139229,2131,2013-03-23,0014,00,특수업무수당,Y,139229,31358038
145178,2608,2013-03-23,0007,00,지역민방위협의회,Y,145178,30637113
139263,2140,2013-03-23,0002,00,중앙행정기관의 설치와 조직 등,Y,139263,31272714
139271,2141,2013-03-23,0016,00,유학인정의 취소,Y,139271,30587325
139278,2142,2013-03-23,0007,00,,Y,139278,31123719
139288,2144,2013-03-23,0036,00,"중요 재산, 공공시설의 취득ㆍ설치 및 처분의 범위 등",Y,139288,30740774
139285,2142,2013-03-23,0008,00,,Y,139285,31123720
139281,2142,2013-03-23,0012,00,담배의 販賣,Y,139281,31123704
145180,2608,2013-03-23,0015,00,민방위 준비,Y,145180,30637121
145181,2608,2013-03-23,0018,00,조직,Y,145181,30637125
140956,2267,2013-03-23,0072,00,준비금의 조성 등,Y,140956,30677192
140959,2267,2013-03-23,0067,00,사업,Y,140959,30677178
140961,2267,2013-03-23,0030,00,비회원의 사업 이용,Y,140961,30677101
140958,2267,2013-03-23,0054,00,목적과 설립,Y,140958,30677160
140960,2267,2013-03-23,0071,00,예금자보호준비금 설치 등,Y,140960,30677191
140962,2268,2013-03-23,0002,00,정의,Y,140962,31125897
140964,2268,2013-03-23,0004,00,광고물등의 금지 또는 제한 등,Y,140964,31125880
140965,2268,2013-03-23,0005,00,금지광고물등,Y,140965,31125881
140967,2268,2013-03-23,0007,00,광고물관리및디자인심의위원회,Y,140967,31125902
140968,2268,2013-03-23,0008,00,적용 배제,Y,140968,31125885
140969,2268,2013-03-23,0009,00,광고물등의 안전점검,Y,140969,31125886
139228,2130,2013-03-23,0008,00,보조금의 교부시기,Y,139228,31091036
140971,2268,2013-03-23,0011,00,옥외광고업의 등록,Y,140971,31125888
145593,2648,2013-03-23,0012,00,제품인증표시 등,Y,145593,30840899
145595,2648,2013-03-23,0022,00,지위승계의 신고,Y,145595,30840918
145598,2648,2013-03-23,0014,00,인증심사의 절차ㆍ방법 등,Y,145598,30840903
139266,2140,2013-03-23,0003,00,특별지방행정기관의 설치,Y,139266,31272715
139275,2142,2013-03-23,0027,00,벌칙,Y,139275,31123738
139284,2142,2013-03-23,0018,00,담배의 판매가격,Y,139284,31123728
139286,2143,2013-03-23,0010,00,표창권자,Y,139286,30765731
139289,2144,2013-03-23,0060,00,운영 규정,Y,139289,30740798
142812,2397,2013-03-23,0046,00,시정의 권고 및 의견의 표명,Y,142812,30643244
142830,2398,2013-03-23,0112,00,국공유지의 양여 등,Y,142830,31166119
142831,2398,2013-03-23,0002,00,정의,Y,142831,31165947
142832,2398,2013-03-23,0015,00,농어촌용수 이용 합리화계획 등,Y,142832,31165978
142834,2398,2013-03-23,0021,00,농어촌용수 오염 방지와 수질 개선 등,Y,142834,31165992
142840,2398,2013-03-23,0067,00,농어촌주택개량자금의 조성 등,Y,142840,31166064
142847,2399,2013-03-23,0018,00,보험관계의 성립일,Y,142847,30875610
142853,2399,2013-03-23,0028,00,장례비,Y,142853,30875621
144704,2567,2013-03-23,0024,00,계약의 체결 의무,Y,144704,30650663
144705,2567,2013-03-23,0030,00,자동차손해배상 보장사업,Y,144705,30650670
144706,2567,2013-03-23,0040,00,압류 등의 금지,Y,144706,30650682
144707,2567,2013-03-23,0041,00,시효,Y,144707,30650683
144713,2568,2013-03-23,0009,00,운임ㆍ요금의 신고 등,Y,144713,30667504
144719,2571,2013-03-23,0025,00,해양보호구역의 지정ㆍ관리,Y,144719,30708094
144725,2572,2013-03-23,0040,00,,Y,144725,31279636
144731,2573,2013-03-23,0025,00,개인정보의 취급위탁,Y,144731,31315884
144737,2573,2013-03-23,0032,00,손해배상,Y,144737,31315871
144744,2573,2013-03-23,0048,00,정보통신망 침해행위 등의 금지,Y,144744,31315924
144750,2573,2013-03-23,0071,00,벌칙,Y,144750,31315968
144752,2573,2013-03-23,0073,00,벌칙,Y,144752,31315979
142804,2397,2013-03-23,0012,00,기능,Y,142804,30643208
142797,2395,2013-03-23,0030,00,하천관리청이 아닌 자의 하천공사,Y,142797,31503136
142794,2395,2013-03-23,0051,00,하천유지유량,Y,142794,31503160
141301,2294,2013-03-23,0015,00,등록,Y,141301,30644202
141303,2295,2013-03-23,0007,00,식물검역대상물품의 안전관리,Y,141303,31267210
141305,2295,2013-03-23,0010,00,수입 금지,Y,141305,31267182
141308,2295,2013-03-23,0016,00,검역 결과 처분,Y,141308,31267221
141310,2295,2013-03-23,0047,00,벌칙,Y,141310,31267261
141312,2295,2013-03-23,0013,00,격리재배 검역,Y,141312,31267219
141314,2296,2013-03-23,0002,00,정의,Y,141314,30711472
141316,2297,2013-03-23,0012,00,영주귀국의 신고,Y,141316,30664446
141318,2297,2013-03-23,0004,00,해외이주의 종류,Y,141318,30664433
141321,2299,2013-03-23,0018,00,거부처분에 대한 이의신청,Y,141321,30709685
141324,2299,2013-03-23,0024,00,민원 1회방문 처리제의 시행,Y,141324,30709691
141326,2299,2013-03-23,0026,00,정보 보호,Y,141326,30709693
141328,2299,2013-03-23,0001,00,목적,Y,141328,30709667
141356,2300,2013-03-23,0023,00,權限의 위임,Y,141356,30663085
142778,2394,2013-03-23,0006,00,지하수관리기본계획의 수립,Y,142778,30663686
142780,2394,2013-03-23,0008,00,지하수개발ㆍ이용의 신고,Y,142780,30663691
142783,2394,2013-03-23,0016,00,지하수 오염방지명령 등,Y,142783,30663708
142785,2394,2013-03-23,0037,00,벌칙,Y,142785,30663744
142788,2395,2013-03-23,0002,00,정의,Y,142788,31503085
142791,2395,2013-03-23,0007,00,하천의 구분 및 지정,Y,142791,31503091
141804,2355,2013-03-23,0029,00,승강구,Y,141804,31722110
141805,2355,2013-03-23,0048,00,등화에 대한 그 밖의 기준,Y,141805,31722133
141806,2355,2013-03-23,0050,00,후사경 등,Y,141806,31722135
142891,2403,2013-03-23,0023,00,건축물의 유지·관리 점검 등,Y,142891,31595807
142892,2403,2013-03-23,0024,00,건축물 철거·멸실의 신고,Y,142892,31595808
142894,2403,2013-03-23,0026,00,토지의 굴착부분에 대한 조치,Y,142894,31595810
142896,2403,2013-03-23,0004,00,건축에 관한 입지 및 규모의 사전결정신청시 제출서류,Y,142896,31595793
145725,2656,2013-03-23,0004,00,제조판매·수입 품목의 허가 신청,Y,145725,31252155
144833,2580,2013-03-23,0024,00,국적 판정의 심사 및 판정절차 등,Y,144833,30745753
144840,2581,2013-03-23,0019,00,국내 입국교섭 등,Y,144840,30728146
144848,2581,2013-03-23,0027,00,학력 인정 기준 및 절차,Y,144848,30728154
144852,2581,2013-03-23,0032,00,직업훈련신청 등,Y,144852,30728159
144853,2581,2013-03-23,0034,00,고용촉진 지원,Y,144853,30728162
144854,2581,2013-03-23,0035,00,취업 알선,Y,144854,30728165
144856,2581,2013-03-23,0037,00,군인의 특별임용,Y,144856,30728169
144857,2581,2013-03-23,0038,00,주거지원,Y,144857,30728171
144858,2581,2013-03-23,0039,00,정착금의 지급기준,Y,144858,30728173
144859,2581,2013-03-23,0040,00,보로금의 지급기준,Y,144859,30728174
144860,2581,2013-03-23,0041,00,실태조사 등,Y,144860,30728175
144862,2581,2013-03-23,0043,00,보고 의무,Y,144862,30728179
144863,2581,2013-03-23,0044,00,입학 등의 지원,Y,144863,30728180
142889,2403,2013-03-23,0016,00,사용승인신청,Y,142889,31595800
142888,2403,2013-03-23,0014,00,착공신고등,Y,142888,31595691
142866,2400,2013-03-23,0011,00,소프트웨어 기술개발의 촉진,Y,142866,30968636
142867,2400,2013-03-23,0013,00,품질인증,Y,142867,30968657
142868,2400,2013-03-23,0027,00,소프트웨어공제조합의 설립,Y,142868,30968670
142869,2400,2013-03-23,0028,00,공제조합의 사업,Y,142869,30968671
142870,2401,2013-03-23,0003,00,등록신청,Y,142870,30864815
142871,2401,2013-03-23,0004,00,신상 변동신고 등,Y,142871,30864818
142873,2401,2013-03-23,0009,00,사망일시금 지급 신청,Y,142873,30864828
142874,2401,2013-03-23,0018,00,서식,Y,142874,30864845
142875,2401,2013-03-23,0012,00,대부금 지급 신청,Y,142875,30864835
142876,2401,2013-03-23,0013,00,대부금 상환기간의 연장 신청,Y,142876,30864836
142878,2401,2013-03-23,0011,00,대리수령인의 지정,Y,142878,30864831
142879,2402,2013-03-23,0003,00,최저임금 적용 제외의 인가,Y,142879,30857088
142880,2402,2013-03-23,0002,00,최저임금의 범위,Y,142880,30857087
142883,2403,2013-03-23,0005,00,건축에 관한 입지 및 규모의 사전결정서 등,Y,142883,31595687
142884,2403,2013-03-23,0006,00,건축허가신청등,Y,142884,31595688
142885,2403,2013-03-23,0008,00,건축허가서,Y,142885,31595795
142886,2403,2013-03-23,0010,00,건축허가 등의 수수료,Y,142886,31595689
142887,2403,2013-03-23,0012,00,건축신고,Y,142887,31595797
144864,2581,2013-03-23,0045,00,교육지원의 대상,Y,144864,30728181
144865,2581,2013-03-23,0046,00,교육지원의 기준,Y,144865,30728183
144866,2581,2013-03-23,0047,00,교육지원의 절차,Y,144866,30728184
144890,2587,2013-03-23,0062,00,벌칙,Y,144890,30633311
144892,2587,2013-03-23,0057,00,수출 등의 규제,Y,144892,30633305
144893,2587,2013-03-23,0043,00,보증기관의 지정,Y,144893,30633289
144894,2588,2013-03-23,0001,00,목적,Y,144894,30737835
144895,2588,2013-03-23,0002,00,정의,Y,144895,30737836
144896,2588,2013-03-23,0004,00,기본계획,Y,144896,30737838
144897,2588,2013-03-23,0005,00,연도별 시행계획 등,Y,144897,30737839
144898,2588,2013-03-23,0007,00,이공계 진학 및 진출의 촉진,Y,144898,30737841
144900,2588,2013-03-23,0010,00,여성과학기술인에 대한 지원,Y,144900,30737844
144901,2588,2013-03-23,0011,00,적극적 조치,Y,144901,30737845
144903,2588,2013-03-23,0013,00,취업ㆍ재취업 지원,Y,144903,30737847
144904,2588,2013-03-23,0009,00,이공계 여학생에 대한 지원,Y,144904,30737843
144905,2589,2013-03-23,0005,00,損害賠償措置義務,Y,144905,30633216
144906,2590,2013-03-23,0003,00,토지취득의 신고 등,Y,144906,30778252
144907,2590,2013-03-23,0007,00,과태료의 부과,Y,144907,30778256
144908,2590,2013-03-23,0006,00,계약 외의 원인으로 인한 토지취득,Y,144908,30778255
144909,2590,2013-03-23,0005,00,토지취득의 허가지역,Y,144909,30778254
140848,2259,2013-03-23,0024,00,임대차·사용대차 계약 방법과 확인,Y,140848,31170410
144889,2587,2013-03-23,0035,00,방산업체의 지정 등,Y,144889,30633281
144888,2587,2013-03-23,0018,00,연구개발,Y,144888,30633260
144867,2581,2013-03-23,0048,00,보호변경의 사유,Y,144867,30728189
144868,2581,2013-03-23,0049,00,권한의 위임,Y,144868,30728193
144870,2581,2013-03-23,0001,00,목적,Y,144870,30728127
144871,2581,2013-03-23,0010,00,보호신청,Y,144871,30728137
144872,2581,2013-03-23,0011,00,보호신청사실 통보 등,Y,144872,30728138
144873,2581,2013-03-23,0012,00,임시 보호 등의 내용,Y,144873,30728139
144874,2581,2013-03-23,0015,00,보호 결정 등,Y,144874,30728142
144875,2582,2013-03-23,0003,00,사업의 종류,Y,144875,30686660
144877,2582,2013-03-23,0024,00,사업의 등록,Y,144877,30686687
144878,2582,2013-03-23,0023,00,사업의 종류,Y,144878,30686686
144879,2583,2013-03-23,0002,00,정의,Y,144879,30646980
144881,2583,2013-03-23,0005,00,관리기관,Y,144881,30646983
144882,2583,2013-03-23,0004,00,농림수산업자 신용보증기금,Y,144882,30646982
144883,2585,2013-03-23,0002,00,정의,Y,144883,31799025
144884,2586,2013-03-23,0002,00,사업의 정의,Y,144884,30888135
144885,2586,2013-03-23,0014,00,연구·개발 성과의 이전,Y,144885,30888142
144886,2586,2013-03-23,0007,00,교육·훈련의 실시,Y,144886,30888159
144887,2587,2013-03-23,0003,00,정의,Y,144887,30633239
142865,2400,2013-03-23,0002,00,정의,Y,142865,30968630
140836,2259,2013-03-23,0004,00,국가 등의 의무,Y,140836,31170386
145161,2606,2013-03-23,0007,00,사업,Y,145161,30649240
145163,2607,2013-03-23,0051,00,소년보호협회,Y,145163,30655939
145165,2608,2013-03-23,0025,00,민방위 훈련,Y,145165,30637132
145164,2607,2013-03-23,0002,00,임무,Y,145164,30655878
145162,2606,2013-03-23,0002,00,정의,Y,145162,30649236
145160,2606,2013-03-23,0001,00,목적,Y,145160,30649235
140789,2253,2013-03-23,0128,00,폐업·폐지,Y,140789,31166334
140790,2253,2013-03-23,0129,00,면허의 취소 등,Y,140790,31166335
140791,2253,2013-03-23,0131,00,과징금의 부과,Y,140791,31166337
140830,2258,2013-03-23,0005,00,국가 배출권 할당계획의 수립 등,Y,140830,31607233
140831,2258,2013-03-23,0008,00,할당대상업체의 지정,Y,140831,31607298
140833,2258,2013-03-23,0019,00,배출권의 거래,Y,140833,31607311
140834,2259,2013-03-23,0002,00,정의,Y,140834,31170384
140835,2259,2013-03-23,0062,00,이행강제금,Y,140835,31170459
145167,2608,2013-03-23,0027,00,직장 보장,Y,145167,30637134
141810,2355,2013-03-23,0002,00,정의,Y,141810,31722075
141812,2356,2013-03-23,0004,00,종합검사의 신청,Y,141812,31074180
141813,2356,2013-03-23,0005,00,종합검사의 실시,Y,141813,31074181
141814,2356,2013-03-23,0006,00,자동차기능 종합진단 등,Y,141814,31074172
141815,2356,2013-03-23,0007,00,재검사,Y,141815,31074173
141817,2356,2013-03-23,0010,00,검사 유효기간의 연장 등,Y,141817,31074184
141819,2356,2013-03-23,0012,00,종합검사기간이 지난 자동차에 대한 검사명령,Y,141819,31074175
140841,2259,2013-03-23,0009,00,농지의 위탁경영,Y,140841,31170392
145170,2608,2013-03-23,0030,00,실비변상 등,Y,145170,30637137
140839,2259,2013-03-23,0007,00,농지 소유 상한,Y,140839,31170390
140838,2259,2013-03-23,0006,00,농지 소유 제한,Y,140838,31170389
140837,2259,2013-03-23,0005,00,국민의 의무,Y,140837,31170387
140843,2259,2013-03-23,0011,00,처분명령과 매수 청구,Y,140843,31170394
140844,2259,2013-03-23,0012,00,처분명령의 유예,Y,140844,31170395
145166,2608,2013-03-23,0024,00,교육훈련 통지서의 전달 등,Y,145166,30637131
141808,2355,2013-03-23,0056,00,운행기록계,Y,141808,31722141
141809,2355,2013-03-23,0106,00,등화장치,Y,141809,31722205
141807,2355,2013-03-23,0019,00,차대 및 차체,Y,141807,31722098
145169,2608,2013-03-23,0029,00,보상 및 치료,Y,145169,30637136
145159,2605,2013-03-23,0006,00,기술사사무소의 개설등록 등,Y,145159,31749702
142864,2399,2013-03-23,0004,00,국고의 지원,Y,142864,30875548
142861,2399,2013-03-23,0052,00,보험가액,Y,142861,30875636
142860,2399,2013-03-23,0051,00,어선보험급여,Y,142860,30875635
142859,2399,2013-03-23,0050,00,보험대상의 범위 및 보험기간,Y,142859,30875660
142858,2399,2013-03-23,0049,00,어선보험가입자,Y,142858,30875659
142856,2399,2013-03-23,0036,00,보험료의 징수,Y,142856,30875626
142855,2399,2013-03-23,0034,00,수급권의 보호,Y,142855,30875644
142854,2399,2013-03-23,0031,00,다른 보상 또는 배상과의 관계,Y,142854,30875641
140846,2259,2013-03-23,0017,00,농지이용증진사업 시행계획의 수립,Y,140846,31170402
140845,2259,2013-03-23,0013,00,담보 농지의 취득,Y,140845,31170396
141186,2284,2013-03-23,0004,00,국유재산ㆍ공유재산의 대부 등,Y,141186,30668156
152182,8778,2013-03-23,0043,00,권한의 위임,Y,152182,30790180
152091,8758,2013-03-23,0027,00,에너지절약형 시설투자 등,Y,152091,31131185
152088,8757,2013-03-23,0020,00,전문인력의 양성 등,Y,152088,31062394
152176,8777,2013-03-23,0017,00,보험계약 체결의 거부,Y,152176,30784858
152180,8778,2013-03-23,0013,00,지하수개발ㆍ이용의 신고,Y,152180,30790096
152179,8778,2013-03-23,0009,00,지하수영향조사서의 심사,Y,152179,30790089
152177,8777,2013-03-23,0005,00,보험 등에의 가입의무가 없는 자동차,Y,152177,30784745
152094,8758,2013-03-23,0051,00,업무의 위탁,Y,152094,31131231
152097,8758,2013-03-23,0042,00,폐열 이용의 조정안 작성 등,Y,152097,31131220
152099,8759,2013-03-23,0012,00,우편요금등의 고시,Y,152099,31768929
141118,2280,2013-03-23,0010,00,중앙행정기관의 추진계획 수립·시행,Y,141118,31607351
152084,8757,2013-03-23,0014,00,,Y,152084,31062388
152080,8757,2013-03-23,0002,00,기술의 정의,Y,152080,31062378
152079,8757,2013-03-23,0033,00,기술평가기관의 지정취소 기준 등,Y,152079,31062433
146343,2693,2013-03-23,0029,00,참가자격 통지에 관한 규정의 준용,Y,146343,30841690
146341,2693,2013-03-23,0027,00,지명입찰의 지명기준,Y,146341,30841688
152135,8766,2013-03-23,0047,00,합의 권고 및 조정 절차,Y,152135,30736067
152134,8766,2013-03-23,0042,00,고충민원의 처리기간,Y,152134,30736062
146340,2693,2013-03-23,0026,00,제한입찰 참가자격 통지,Y,146340,30841687
146338,2693,2013-03-23,0024,00,지역제한입찰의 대상,Y,146338,30841685
146337,2693,2013-03-23,0023,00,,Y,146337,30841683
146336,2693,2013-03-23,0021,00,2종 이상의 물품에 대한 희망수량입찰,Y,146336,30841681
146334,2693,2013-03-23,0019,00,희망수량입찰 대상의 범위,Y,146334,30841679
146333,2693,2013-03-23,0018,00,입찰 참가자격 요건 등록 등의 배제,Y,146333,30841678
146331,2693,2013-03-23,0016,00,입찰 참가자격에 관한 서류의 확인 등,Y,146331,30841676
146329,2693,2013-03-23,0014,00,입찰 참가자격 요건의 증명,Y,146329,30841674
146328,2693,2013-03-23,0005,00,거래실례가격 및 실적공사비에 의한 예정가격의 결정,Y,146328,30841664
146327,2693,2013-03-23,0007,00,원가계산 시 단위당 가격의 기준,Y,146327,30841666
146325,2692,2013-03-23,0044,00,하자보수보증금의 예치 등,Y,146325,31356896
146324,2692,2013-03-23,0043,00,복구준공검사,Y,146324,31356895
146322,2692,2013-03-23,0040,00,복구비의 예치시기·절차 등,Y,146322,31356890
152102,8759,2013-03-23,0050,00,고층건물의 우편수취함 설치,Y,152102,31768982
152183,8778,2013-03-23,0024,00,원상복구의 기준ㆍ방법ㆍ기간 등,Y,152183,30790155
152185,8778,2013-03-23,0026,00,지하수 오염방지명령 등,Y,152185,30790157
152186,8778,2013-03-23,0023,00,원상복구의 예외 등,Y,152186,30790154
152213,8789,2013-03-23,0002,00,정의,Y,152213,30586503
152043,8753,2013-03-23,0014,00,산업기술개발사업의 기획·관리 및 평가 전담기관,Y,152043,31053840
152041,8753,2013-03-23,0012,00,협약의 체결 등,Y,152041,31053831
152040,8753,2013-03-23,0009,00,산업기술 환경예측,Y,152040,31053829
152038,8752,2013-03-23,0013,00,미술작품의 설치 절차ㆍ방법,Y,152038,30647888
152036,8750,2013-03-23,0020,00,제한할 수 있는 기타 행동의 자유의 범위,Y,152036,30745043
152034,8749,2013-03-23,0010,00,품질인증 업무의 위탁,Y,152034,31040794
152033,8749,2013-03-23,0008,00,영양성분 표시의 대상 영업자,Y,152033,31040823
152031,8749,2013-03-23,0024,00,과태료의 부과기준,Y,152031,31040837
152030,8749,2013-03-23,0005,00,어린이 기호식품 조리·판매업소,Y,152030,31040820
152028,8749,2013-03-23,0003,00,어린이 식품안전보호구역의 지정 등,Y,152028,31040818
152027,8749,2013-03-23,0002,00,어린이 기호식품,Y,152027,31040817
152025,8747,2013-03-23,0004,00,사서 등,Y,152025,32106069
152024,8747,2013-03-23,0005,00,도서관정보정책위원회의 심의·조정사항,Y,152024,32105988
152023,8746,2013-03-23,0013,00,한국어교원 자격 부여 등,Y,152023,30593358
152021,8745,2013-03-23,0007,00,책임기술자의 자격 등,Y,152021,30789963
152020,8745,2013-03-23,0006,00,안전점검의 실시,Y,152020,30789962
152018,8745,2013-03-23,0002,00,시설물의 범위,Y,152018,30789957
152017,8745,2013-03-23,0026,00,,Y,152017,30789999
152212,8788,2013-03-23,0008,00,게임문화의 기반조성,Y,152212,30587782
152211,8788,2013-03-23,0020,00,광고ㆍ선전의 제한,Y,152211,30587800
152209,8787,2013-03-23,0018,00,요존국유림의 사용허가의 범위,Y,152209,30641801
152187,8779,2013-03-23,0030,00,유족의 순위,Y,152187,31877525
152188,8779,2013-03-23,0029,00,유족의 범위,Y,152188,31877524
152190,8781,2013-03-23,0004,00,시행계획의 수립 및 시행,Y,152190,31029826
152191,8781,2013-03-23,0013,00,학술단체활동 지원,Y,152191,31029811
152193,8781,2013-03-23,0015,00,공공기관의 지원,Y,152193,31029833
152194,8781,2013-03-23,0014,00,국제공동연구 지원사업,Y,152194,31029832
152195,8782,2013-03-23,0039,00,방산물자의 지정,Y,152195,31011039
152085,8757,2013-03-23,0016,00,기술거래기관의 지정기준 등,Y,152085,31062389
152044,8753,2013-03-23,0015,00,기술료의 징수·관리 및 사용,Y,152044,31053843
152083,8757,2013-03-23,0011,00,,Y,152083,31062386
152200,8785,2013-03-23,0010,00,빗물이용시설의 설치대상ㆍ관리,Y,152200,30641223
152202,8787,2013-03-23,0020,00,영구시설물의 설치,Y,152202,30641804
152203,8787,2013-03-23,0021,00,대부료등,Y,152203,30641806
152082,8757,2013-03-23,0010,00,실태조사 범위 등,Y,152082,31062385
152077,8757,2013-03-23,0031,00,지식재산권 등의 무상 양여,Y,152077,31062432
152204,8787,2013-03-23,0022,00,대부료등의 분할납부 등,Y,152204,30641807
152205,8787,2013-03-23,0023,00,대부료등의 감면,Y,152205,30641808
152207,8787,2013-03-23,0011,00,국유림의 구분,Y,152207,30641788
152208,8787,2013-03-23,0017,00,국유림의 대부등의 기준,Y,152208,30641800
141115,2280,2013-03-23,0004,00,국가의 책무,Y,141115,31607344
141111,2280,2013-03-23,0058,00,녹색생활 운동의 촉진,Y,141111,31607402
141108,2280,2013-03-23,0055,00,친환경 농림수산의 촉진 및 탄소흡수원 확충,Y,141108,31607394
151481,8629,2013-03-23,0052,00,운전자격시험의 실시방법 및 시험과목 등,Y,151481,31613651
152100,8759,2013-03-23,0042,00,우편물의 배달,Y,152100,31768945
152098,8758,2013-03-23,0036,00,에너지진단주기 등,Y,152098,31131195
152095,8758,2013-03-23,0038,00,에너지진단비용의 지원,Y,152095,31131217
151477,8629,2013-03-23,0044,00,운송사업자 및 운수종사자의 준수사항 등,Y,151477,31613605
151474,8629,2013-03-23,0039,00,자동차에 표시하여야 하는 사항,Y,151474,31613604
151472,8629,2013-03-23,0037,00,사업의 상속신고,Y,151472,31613635
151467,8629,2013-03-23,0032,00,사업계획 변경의 기준·절차 등,Y,151467,31613631
152121,8764,2013-03-23,0003,00,교육대상자,Y,152121,30605257
152122,8764,2013-03-23,0008,00,교육이수자의 병적편입,Y,152122,30605262
152123,8764,2013-03-23,0006,00,병적에서의 제적,Y,152123,30605260
152125,8765,2013-03-23,0002,00,다중이용업,Y,152125,30720523
152126,8765,2013-03-23,0009,00,안전시설등,Y,152126,30720530
152127,8765,2013-03-23,0003,00,실내장식물,Y,152127,30720524
152128,8766,2013-03-23,0002,00,정의,Y,152128,30736020
152092,8758,2013-03-23,0029,00,에너지절약을 위한 사업,Y,152092,31131189
152129,8766,2013-03-23,0035,00,고충민원의 신청,Y,152129,30736055
152130,8766,2013-03-23,0036,00,고충민원의 선정대표자,Y,152130,30736056
152131,8766,2013-03-23,0037,00,대리인의 허가,Y,152131,30736057
152132,8766,2013-03-23,0051,00,처리결과의 통보 등,Y,152132,30736071
151485,8629,2013-03-23,0056,00,운전자격증 등의 정정 및 재발급,Y,151485,31613654
151488,8629,2013-03-23,0059,00,운전자격의 취소 등,Y,151488,31613657
153017,8958,2013-03-23,0035,00,수입을 위한 검역증명서,Y,153017,31377771
152112,8762,2013-03-23,0012,00,항만운송관련사업의 등록 및 신고의 기준,Y,152112,31112240
151580,8645,2013-03-23,0003,00,신체적 또는 정신적 의존성을 야기하지 아니하는 제제,Y,151580,31635473
151577,8643,2013-03-23,0009,00,재건축부담금의 사전통지,Y,151577,31490306
151575,8642,2013-03-23,0004,00,자동차 등록번호판의 영치,Y,151575,31001311
151572,8639,2013-03-23,0020,00,원자력사업자의 방사선비상계획,Y,151572,30873946
151570,8638,2013-03-23,0031,00,국유·공유 재산의 사용·수익·대부 및 매각 등의 특례,Y,151570,31749670
151567,8636,2013-03-23,0020,00,우정재산의 사용·수익허가,Y,151567,30615782
152110,8762,2013-03-23,0014,00,미등록 항만에서의 일시적 영업행위,Y,152110,31112236
152108,8762,2013-03-23,0011,00,사업의 정지 및 등록의 취소,Y,152108,31112239
152107,8762,2013-03-23,0002,00,항만운송관련사업의 종류,Y,152107,31112213
152106,8761,2013-03-23,0006,00,행위허가의 대상 등,Y,152106,30784720
152114,8763,2013-03-23,0013,00,복지 급여의 내용 등,Y,152114,30586821
152115,8763,2013-03-23,0014,00,금융정보등의 요청 및 제공,Y,152115,30586822
152117,8763,2013-03-23,0016,00,복지 자금의 대여절차 등,Y,152117,30586824
152118,8763,2013-03-23,0017,00,복지 자금의 상환방법 등,Y,152118,30586707
152120,8764,2013-03-23,0002,00,군사교육과정,Y,152120,30605176
152105,8761,2013-03-23,0013,00,,Y,152105,30784731
152103,8759,2013-03-23,0043,00,우편물배달의 특례,Y,152103,31768976
151492,8630,2013-03-23,0005,00,통행료 납부의 대상 등,Y,151492,31024517
152046,8753,2013-03-23,0057,00,권한의 위임·위탁,Y,152046,31053898
152047,8753,2013-03-23,0019,00,신제품 인증의 기준 및 대상,Y,152047,31053858
152148,8769,2013-03-23,0002,00,국립묘지의 위치,Y,152148,30586459
152147,8768,2013-03-23,0025,00,심사청구의 방식,Y,152147,30590076
152145,8768,2013-03-23,0002,00,교육활동과 관련된 시간,Y,152145,30590044
152143,8768,2013-03-23,0014,00,요양급여의 지급기준 등,Y,152143,30590068
152142,8768,2013-03-23,0022,00,공제료,Y,152142,30590074
152141,8768,2013-03-23,0020,00,손익상계,Y,152141,30590072
152140,8768,2013-03-23,0019,00,위자료의 기준,Y,152140,30590071
152139,8768,2013-03-23,0017,00,간병급여의 지급기준 등,Y,152139,30590070
152138,8767,2013-03-23,0002,00,정의,Y,152138,30587369
152137,8766,2013-03-23,0039,00,신청서의 보완,Y,152137,30736059
152089,8757,2013-03-23,0023,00,기술보호·육성사업의 지원 등,Y,152089,31062419
152086,8757,2013-03-23,0017,00,기술거래기관 지정 취소의 통보 등,Y,152086,31062390
141087,2280,2013-03-23,0032,00,녹색기술·녹색산업의 표준화 및 인증 등,Y,141087,31607296
141090,2280,2013-03-23,0035,00,녹색기술·녹색산업에 대한 일자리 창출 등,Y,141090,31607377
141092,2280,2013-03-23,0039,00,에너지정책 등의 기본원칙,Y,141092,31607381
141095,2280,2013-03-23,0042,00,기후변화대응 및 에너지의 목표관리,Y,141095,31607383
141097,2280,2013-03-23,0044,00,온실가스 배출량 및 에너지 사용량 등의 보고,Y,141097,31607384
141100,2280,2013-03-23,0047,00,교통부문의 온실가스 관리,Y,141100,31607387
