일상용어 일련번호,일상용어,비고내용,출처,등록일시,수정일시
251745,치매관리계획,,,2023-06-09,
251747,국가치매관리종합계획,,,2023-06-09,
251749,검진비용,,,2023-06-09,
251751,검진료,,,2023-06-09,
251753,치매검진비,,,2023-06-09,
251755,치매검진료,,,2023-06-09,
251757,치매가족지원사업,,,2023-06-09,
251759,치매가족지원,,,2023-06-09,
251761,치매단기쉼터,,,2023-06-09,2023-06-09
251763,치매환자쉼터,,,2023-06-09,
251765,방호전략,,,2023-06-09,
251767,법령위반자,,,2023-06-09,
251769,어업단속선,,,2023-06-09,
251771,단속선박,,,2023-06-09,
251773,장소보고,,,2023-06-09,
251775,백미,,,2023-06-09,
251777,공동탑승,,,2023-06-09,
251779,감시선박,,,2023-06-09,
251781,선박근무보수,,,2023-06-09,
251783,선박근무여비,,,2023-06-09,
251785,종합성장계획,,,2023-06-09,
251787,보호작전,,,2023-06-09,
251789,종합발전전략,,,2023-06-09,
251791,가곡,,,2023-06-09,
251793,표준양,,,2023-06-09,
251795,표준분량,,,2023-06-09,
251797,방사능안전검사,,,2023-06-09,
251799,개조사업,,,2023-06-09,
251801,식품위해물질,,,2023-06-09,
251803,식품위해요인,,,2023-06-09,
251805,식품위해성분,,,2023-06-09,
251807,쌀가공업,,,2023-06-09,
251809,재료용,,,2023-06-09,
251811,사용자등록,,,2023-06-09,
251813,활용자등록,,,2023-06-09,
251815,사업관계,,,2023-06-09,2023-06-11
251817,영농자,,,2023-06-09,
251819,영업노하우관리규정,,,2023-06-09,
251821,영업노하우관리법,,,2023-06-09,
251823,전자조달지원시스템운영지원,,,2023-06-09,
251825,전자조달시스템이용자교육지원,,,2023-06-09,
251827,예산실행실적,,,2023-06-09,
251829,전자조달행동,,,2023-06-09,
251831,제보서류,,,2023-06-09,
251833,연구비용지원,,,2023-06-09,
251835,장학비용,,,2023-06-09,
251837,이과,,,2023-06-09,
251839,기술양성,,,2023-06-09,
251841,대학원학생,,,2023-06-09,
251843,융복합기술정보관리기관,,,2023-06-09,
251845,융복합기술정보관리전문기구,,,2023-06-09,
251847,정보관리전문기구,,,2023-06-09,
251849,정보관리전문조직,,,2023-06-09,
251851,정보관리기관,,,2023-06-09,
251853,연구협의회,,,2023-06-09,
251855,융복합기술연구협의기구,,,2023-06-09,
251857,분과협의기구,,,2023-06-09,
251859,분과협의체,,,2023-06-09,
251861,전문인양성기관,,,2023-06-09,
251863,전문인력육성기관,,,2023-06-09,
251865,전문인력교육기관,,,2023-06-09,
251867,바닥넓이,,,2023-06-09,
251869,바닥크기,,,2023-06-09,
251871,실습교실,,,2023-06-09,
251873,호적등본,,,2023-06-09,
251875,극지활동발전기본계획,,,2023-06-09,
251877,현재가액산정,,,2023-06-09,
251879,진실규명신고서,,,2023-06-09,
251881,진실규명조사,,,2023-06-09,
251883,극지활동진흥실시계획,,,2023-06-09,
251885,극지활동진흥이행계획,,,2023-06-09,
251887,극지활동발전시행계획,,,2023-06-09,
251889,관할별,,,2023-06-09,
251891,관리별,,,2023-06-09,
251893,긴급대피설비,,,2023-06-09,
251895,긴급피난시설,,,2023-06-09,
251897,긴급피신시설,,,2023-06-09,
251899,응급후송상태,,,2023-06-09,
251901,응급운송상황,,,2023-06-09,
251903,응급수송상황,,,2023-06-09,
251905,비상항공등화시설,,,2023-06-09,
251907,비상항행등화설비,,,2023-06-09,
251909,과학연구기지,,,2023-06-09,
251911,세종과학기지,,,2023-06-09,
251913,다산과학기지,,,2023-06-09,
251915,장보고과학기지,,,2023-06-09,
251917,극지활동기반설비관리자,,,2023-06-09,
251919,극지활동기반시설관리,,,2023-06-09,
251921,극지활동기반시설관리원,,,2023-06-09,
251923,극지방활동기반시설관리자,,,2023-06-09,2023-06-09
251925,시설당,,,2023-06-09,
251927,극지방통합정보시스템,,,2023-06-09,2023-06-09
251929,한국해양수산기술진흥원,,,2023-06-09,
251931,항공철도사고조사위원회,,,2023-06-09,2023-06-09
251933,사설도로,,,2023-06-09,2023-06-09
251935,사설도로통행,,,2023-06-09,2023-06-09
251937,도로통행,,,2023-06-09,
251939,자금동원력,,,2023-06-09,
251941,판매자수,,,2023-06-09,
251943,세액환급운영사업자,,,2023-06-09,
251945,세액환급운영사업,,,2023-06-09,
251947,소금제조업자,,,2023-06-09,
251949,항공사고조사단,,,2023-06-09,
251951,항공철도사고조사단,,,2023-06-09,
251953,조사단장,,,2023-06-09,
251955,실태조사관,,,2023-06-09,
251957,진상조사관,,,2023-06-09,
251959,사실조사관,,,2023-06-09,
251961,군용항공기,,,2023-06-09,
251963,군용항공근거지,,,2023-06-09,
251965,징수승낙,,,2023-06-09,
251967,군용비행장,,,2023-06-09,
251969,징수허용,,,2023-06-09,
251971,징수승인,,,2023-06-09,
251973,징수허가신청,,,2023-06-09,
251975,징수허가요청서,,,2023-06-09,
251977,징수시기,,,2023-06-09,
251979,사고검토,,,2023-06-09,
251981,기차운행,,,2023-06-09,
251983,고속열차운행,,,2023-06-09,
251985,북한화폐,,,2023-06-09,
251987,통행통제,,,2023-06-09,
251989,통행억제,,,2023-06-09,
251991,사도신설자,,,2023-06-09,
251993,사도설치자,,,2023-06-09,2023-06-17
251995,사도설시자,,,2023-06-09,
251997,사설도로개설자,,,2023-06-09,
251999,비행기운항,,,2023-06-09,
252001,항공기운행,,,2023-06-09,
252003,목소리기록,,,2023-06-09,
252005,말소리기록,,,2023-06-09,
252007,화물열차기관실,,,2023-06-09,
252009,시체해부,,,2023-06-09,
252011,시신해부자,,,2023-06-09,
252013,주검해부자,,,2023-06-09,
252015,기차기관실,,,2023-06-09,
252017,기관차기관실,,,2023-06-09,
252019,항공기조종실,,,2023-06-09,2023-06-09
252021,항공교통관리실,,,2023-06-09,
252023,항공교통통제실,,,2023-06-09,
252025,플라이트데이터리코더,,,2023-06-09,2023-06-09
252027,열차블랙박스,,,2023-06-09,
252029,운행기록장치,,,2023-06-09,
252031,재난안전통신망운영관리,,,2023-06-10,
252033,와이어리스통신시설,,,2023-06-10,
252035,전기통신설비운용자,,,2023-06-10,
252037,전기설비관리자,,,2023-06-10,
252039,재난안전조치,,,2023-06-10,
252041,공동통신망,,,2023-06-10,
252043,전국단위통합통신,,,2023-06-10,
252045,518유공자,,,2023-06-10,
252047,거래상대자,,,2023-06-10,
252049,고엽제환자,,,2023-06-10,
252051,서류확인번호,,,2023-06-10,
252053,재판사무,,,2023-06-10,
252055,전자서명확인서,,,2023-06-10,
252057,치과대,,,2023-06-10,
252059,치대,,,2023-06-10,
252061,시체해부심의,,,2023-06-10,
252063,시신해부심의회,,,2023-06-10,
252065,사체해부심의회,,,2023-06-10,
252067,선임등기,,,2023-06-10,
252069,치료과목별,,,2023-06-10,
252071,진찰과목별,,,2023-06-10,
252073,한의대,,,2023-06-10,
252075,공부상황,,,2023-06-10,
252077,수업상황,,,2023-06-10,
252079,선발추천,,,2023-06-10,
252081,따릉이,,,2023-06-10,
252083,누비자,,,2023-06-10,
252085,양심자전거,,,2023-06-10,
252087,타실라,,,2023-06-10,
252089,꽃싱이,,,2023-06-10,
252091,어울링,,,2023-06-10,
252093,해당제한,,,2023-06-10,
252095,공공사업수행자,,,2023-06-10,
252097,한의학대학,,,2023-06-10,
252099,열람기록,,,2023-06-10,
252101,열람대장,,,2023-06-10,
252103,자전거안전표지,,,2023-06-10,
252105,자전거통행안전표지,,,2023-06-10,
252107,자전거교통안전표시,,,2023-06-10,
252109,자전거교통안전표식,,,2023-06-10,
252111,자전거보행자겸용도로,,,2023-06-10,
252113,자전거우선도로,,,2023-06-10,
252115,사행행위영업,,,2023-06-10,
252117,사행성사업,,,2023-06-10,
252119,설치갯수,,,2023-06-10,
252121,설치건수,,,2023-06-10,
252123,설치수량,,,2023-06-10,
252125,검사전문기관,,,2023-06-10,
252127,판매홍보,,,2023-06-10,
252129,개설허가장,,,2023-06-10,
252131,개설허가증서,,,2023-06-10,
252133,농지원부,,,2023-06-10,2023-06-10
252135,법구공,,,2023-06-10,
252137,변호사비,,,2023-06-10,
252139,국방개혁효율적추진,,,2023-06-10,
252141,국방운영체제혁신수행,,,2023-06-10,
252143,병영문화개선수행,,,2023-06-10,
252145,보충확대,,,2023-06-10,
252147,충원증대,,,2023-06-10,
252149,인력보충확대,,,2023-06-10,
252151,합동직위,,,2023-06-10,
252153,전문자격,,,2023-06-10,2023-06-14
252155,합동특기,,,2023-06-10,
252157,합동작전능력개발협의,,,2023-06-10,
252159,합동작전능력발전협의,,,2023-06-10,
252161,협동전투발전,,,2023-06-10,
252163,합동참모의장보조,,,2023-06-10,
252165,전투능력,,,2023-06-10,
252167,군체제,,,2023-06-10,
252169,군구성,,,2023-06-10,
252171,예비병력,,,2023-06-10,
252173,안보여건,,,2023-06-10,
252175,간부율,,,2023-06-10,
252177,간부인원규모,,,2023-06-10,
252179,간부구성율,,,2023-06-10,
252181,동원자원관리집행,,,2023-06-10,
252183,감시임무,,,2023-06-10,2023-07-12
252185,주의임무,,,2023-06-10,
252187,선도기간,,,2023-06-10,
252189,예행기간,,,2023-06-10,
252191,질서유지기관,,,2023-06-10,
252193,안전유지기관,,,2023-06-10,
252195,직위지명,,,2023-06-10,
252197,직위선정,,,2023-06-10,
252199,통합전력극대화직무,,,2023-06-10,2023-06-10
252201,협동부대,,,2023-06-10,
252203,군대물자,,,2023-06-10,
252205,군용품,,,2023-06-10,
252207,국정홍보사무,,,2023-06-10,2023-06-10
252209,국정광고업무,,,2023-06-10,
252211,국정홍보직무,,,2023-06-10,
252213,국정홍보기본방향협의,,,2023-06-10,
252215,국정홍보회의,,,2023-06-10,
252217,국정홍보협의회,,,2023-06-10,
252219,광고협의회,,,2023-06-10,
252221,행사안,,,2023-06-10,
252223,국민일상,,,2023-06-10,
252225,기관생명윤리위,,,2023-06-10,
252227,식별자료,,,2023-06-10,
252229,분별정보,,,2023-06-10,
252231,한센인피해사건진상규명위,,,2023-06-10,
252233,진상규명위원회,,,2023-06-10,
252235,연구장소,,,2023-06-10,
252237,건축등기부등본,,,2023-06-10,
252239,한센인피해사건진상규명실무위,,,2023-06-10,
252241,부장애,,,2023-06-10,
252243,원격교육자료,,,2023-06-10,
252245,학습정보,,,2023-06-10,
252247,이용가능기간,,,2023-06-10,
252249,전쟁기념관기록물,,,2023-06-10,
252251,전쟁기념사업회,,,2023-06-10,
252253,위로지원료,,,2023-06-10,
252255,폐기대상물,,,2023-06-10,
252257,사업계획집행성과물,,,2023-06-10,
252259,나환자피해사건,,,2023-06-10,
252261,위로지원금,,,2023-06-10,
252263,체결허가,,,2023-06-10,
252265,정보매개물수입추천신청서,,,2023-06-10,
252267,정보자료목록,,,2023-06-10,
252269,마련방법,,,2023-06-10,
252271,미국수출사업자,,,2023-06-10,
252273,체결허가액,,,2023-06-10,
252275,조달방식,,,2023-06-10,
252277,입금증명서,,,2023-06-10,
252279,수입건의서,,,2023-06-10,
252281,통관증명서,,,2023-06-10,
252283,보장협정,,,2023-06-10,
252285,보통발간물,,,2023-06-10,
252287,시청각교육용품,,,2023-06-10,
252289,계약협약허가,,,2023-06-10,
252291,변동안,,,2023-06-10,
252293,계약허가신청서,,,2023-06-10,
252295,계약허가신청액,,,2023-06-10,
252297,공고금액,,,2023-06-10,
252299,도교육감,,,2023-06-10,
252301,소방계획서,,,2023-06-10,
252303,여성시책,,,2023-06-10,
252305,소방계획표,,,2023-06-10,
252307,당직근무자,,,2023-06-10,2023-09-12
252309,낮교대,,,2023-06-10,
252311,숙직근무,,,2023-06-10,2023-07-14
252313,당직자,,,2023-06-10,2023-07-25
252315,민간소방대,,,2023-06-10,
252317,공공기관자위소방대,,,2023-06-10,
252319,미사일방어사,,,2023-06-10,
252321,대공방어,,,2023-06-10,
252323,KAMD,,,2023-06-10,
252325,유도탄방어,,,2023-06-10,
252327,산출과정,,,2023-06-10,
252329,산출순서,,,2023-06-10,
252331,도경찰청,,,2023-06-10,
252333,시경찰청,,,2023-06-10,
252335,우주사고정보,,,2023-06-10,
252337,위성정보,,,2023-06-10,
252339,우주위험정보,,,2023-06-10,
252341,국민체감정도,,,2023-06-10,
252343,국민체감수준,,,2023-06-10,
252345,책임운영성,,,2023-06-10,
252347,파견요청,,,2023-06-10,2023-08-11
252349,특정도서보전기초계획,,,2023-06-10,
252351,특정도서보호기본계획,,,2023-06-10,
252353,특정도서보존기본계획,,,2023-06-10,
252355,지질,,,2023-06-10,
252357,도서조사,,,2023-06-10,
252359,섬조사원,,,2023-06-10,
252361,채문,,,2023-06-10,
252363,조사개시날짜,,,2023-06-10,2023-06-10
252365,원격탐사방식,,,2023-06-10,
252367,원격조사방법,,,2023-06-10,
252369,원격탐색방법,,,2023-06-10,
252371,출입제한구역내,,,2023-06-10,
252373,출입통제구역안,,,2023-06-10,
252375,조사관계자료,,,2023-06-10,
252377,조사유관자료,,,2023-06-10,
252379,조사연관자료,,,2023-06-10,
252381,행위대상지구,,,2023-06-10,
252383,행위대상구역,,,2023-06-10,
252385,행위대상지,,,2023-06-10,
252387,회복계획,,,2023-06-10,
252389,재건계획,,,2023-06-10,
252391,변화예상,,,2023-06-10,
252393,변화예견,,,2023-06-10,
252395,변화추측,,,2023-06-10,
252397,복원상황,,,2023-06-10,
252399,복원상태,,,2023-06-10,
252401,특정도서내,,,2023-06-10,
252403,환경데이터,,,2023-06-10,
252405,공급기반,,,2023-06-10,
252407,전략목표,,,2023-06-10,
252409,광고책임자,,,2023-06-11,
252411,민간광고전문가,,,2023-06-11,
252413,민간홍보권위자,,,2023-06-11,2023-06-11
252415,민간홍보프로페셔널,,,2023-06-11,
252417,한국환경보전원,,,2023-06-11,
252419,국제화교육활성화지역,,,2023-06-11,
252421,특구육성사항심의,,,2023-06-11,
252423,마산3·15의거,,,2023-06-11,
252425,경남,,,2023-06-11,
252427,경상도,,,2023-06-11,
252429,창원,,,2023-06-11,
252431,마산시,,,2023-06-11,
252433,진해시,,,2023-06-11,
252435,진실화해를위한과거사정리위,,,2023-06-11,
252437,과거사정리위원회,,,2023-06-11,2023-06-11
252439,선박등록특별구역,,,2023-06-11,
252441,선박등록특구제도,,,2023-06-11,
252443,대형선박,,,2023-06-11,
252445,소규모선박,,,2023-06-11,
252447,지방해양수산청장,,,2023-06-11,
252449,해양수산사무소,,,2023-06-11,
252451,선박국적증거문서,,,2023-06-11,
252453,행사날짜,,,2023-06-11,2023-08-18
252455,행사일자,,,2023-06-11,
252457,축하뜻,,,2023-06-11,
252459,임시선박국적증거문서,,,2023-06-11,
252461,국제톤수증명서,,,2023-06-11,
252463,국제톤수증거문서,,,2023-06-11,
252465,운반허가,,,2023-06-11,
252467,운송허용,,,2023-06-11,
252469,운송승인,,,2023-06-11,
252471,대행조처,,,2023-06-11,
252473,대행처리,,,2023-06-11,
252475,선체조사위,,,2023-06-11,
252477,가등,,,2023-06-11,
252479,작성기획,,,2023-06-11,
252481,정밀검토,,,2023-06-11,
252483,수습절차,,,2023-06-11,
252485,실험동물운영위,,,2023-06-11,
252487,군법원장,,,2023-06-11,2023-06-11
252489,군재판관,,,2023-06-11,
252491,법지식,,,2023-06-11,
252493,군부장판사,,,2023-06-11,
252495,교육정책네트워크협의회,,,2023-06-11,
252497,모집순서,,,2023-06-11,
252499,후속단계,,,2023-06-11,
252501,후속과정,,,2023-06-11,
252503,시행대책,,,2023-06-11,
252505,작성기획담당,,,2023-06-11,
252507,참사관련데이터,,,2023-06-11,
252509,참사관계자료,,,2023-06-11,
252511,참사연관자료,,,2023-06-11,
252513,고령사회위,,,2023-06-11,
252515,고령사회운영위,,,2023-06-11,
252517,건물출입,,,2023-06-11,
252519,관청출입,,,2023-06-11,
252521,작성기획단,,,2023-06-11,
252523,기획단장,,,2023-06-11,
252525,압류제한,,,2023-06-11,2023-07-10
252527,온수제공시설,,,2023-06-11,2023-06-11
252529,온수제공설비,,,2023-06-11,
252531,온수시설,,,2023-06-11,
252533,운영총수익,,,2023-06-11,
252535,총운영수익,,,2023-06-11,
252537,급식실,,,2023-06-11,
252539,부엌,,,2023-06-11,2023-08-01
252541,체육실,,,2023-06-11,
252543,특고,,,2023-06-11,
252545,예치금자금,,,2023-06-11,
252547,예입금자금,,,2023-06-11,
252549,단체보험약정,,,2023-06-11,
252551,단체보험,,,2023-06-11,
252553,대학원설립계획서,,,2023-06-11,
252555,경영등관련전문대학원설립계획서,,,2023-06-11,
252557,교육연구이력,,,2023-06-11,
252559,교행경력,,,2023-06-11,
252561,교육행정이력,,,2023-06-11,
252563,교행이력,,,2023-06-11,
252565,실비성질,,,2023-06-11,
252567,확보비율,,,2023-06-11,
252569,실비특성,,,2023-06-11,
252571,실제비용성격,,,2023-06-11,
252573,총회회록,,,2023-06-11,
252575,총회회안,,,2023-06-11,
252577,등록변경신청,,,2023-06-11,
252579,등록변경요청서,,,2023-06-11,
252581,시너지효과,,,2023-06-11,
252583,상향효과,,,2023-06-11,
252585,공익사업선정위,,,2023-06-11,
252587,공익사업선정,,,2023-06-11,
252589,시도의회,,,2023-06-11,
252591,민간협조업무,,,2023-06-11,
252593,민간협력사무,,,2023-06-11,
252595,활동경험,,,2023-06-11,
252597,평가단계,,,2023-06-11,
252599,사업선발,,,2023-06-11,
252601,사업선택,,,2023-06-11,
252603,사업지정,,,2023-06-11,
252605,충족정도,,,2023-06-11,
252607,만족도,,,2023-06-11,2023-07-19
252609,주민바람,,,2023-06-11,
252611,시민욕구,,,2023-06-11,
252613,거주민욕구,,,2023-06-11,
252615,교육발전통합과,,,2023-06-11,
252617,사회문제해소,,,2023-06-11,
252619,사회문제처리,,,2023-06-11,
252621,교육커리큘럼정책과,,,2023-06-11,
252623,신청예산내용,,,2023-06-11,
252625,신청예산명세,,,2023-06-11,
252627,자체부담률,,,2023-06-11,2023-06-11
252629,자체부담,,,2023-06-11,
252631,참여지원,,,2023-06-11,
252633,계발성,,,2023-06-11,
252635,개척성,,,2023-06-11,
252637,사업유형,,,2023-06-11,
252639,사업범주별,,,2023-06-11,
252641,사업종류별,,,2023-06-11,
252643,배정액수,,,2023-06-11,
252645,심의성적,,,2023-06-11,
252647,조사성적,,,2023-06-11,
252649,요청사업,,,2023-06-11,
252651,청구사업,,,2023-06-11,
252653,대한민국학술원사무국,,,2023-06-11,
252655,사업취지,,,2023-06-11,
252657,사업추진계획표,,,2023-06-11,
252659,사업진행일정,,,2023-06-11,
252661,자체평가사항,,,2023-06-11,
252663,자체평가항목,,,2023-06-11,
252665,사업비용지출,,,2023-06-11,
252667,사업경비지출,,,2023-06-11,
252669,사업연관,,,2023-06-11,
252671,감액비율,,,2023-06-11,
252673,새마을운동중앙회,,,2023-06-11,2023-06-11
252675,새마을지도자중앙협의회,,,2023-06-11,
252677,새마을부녀회중앙연합회,,,2023-06-11,
252679,직장공장새마을운동중앙협의회,,,2023-06-11,
252681,새마을문고중앙회,,,2023-06-11,
252683,접수학생,,,2023-06-11,
252685,등록수강생,,,2023-06-11,
252687,학부마다,,,2023-06-11,
252689,고등평생교육발전위,,,2023-06-11,
252691,중앙회장,,,2023-06-11,
252693,부전공코스,,,2023-06-11,
252695,고용예정,,,2023-06-11,
252697,주요생계수단,,,2023-06-11,
252699,전형기법,,,2023-06-11,
252701,전형방식,,,2023-06-11,
252703,지원기준수치,,,2023-06-11,
252705,이수요청,,,2023-06-11,
252707,이수청구,,,2023-06-11,
252709,지원기준지수,,,2023-06-11,
252711,재수강,,,2023-06-11,
252713,재난피해수치,,,2023-06-11,
252715,재난정도,,,2023-06-11,
252717,이수결실,,,2023-06-11,
252719,재난지수,,,2023-06-11,
252721,이수실적,,,2023-06-11,2023-09-18
252723,대학성과,,,2023-06-11,
252725,재난등급화,,,2023-06-11,
252727,개선복원사업,,,2023-06-11,
252729,개선회복사업,,,2023-06-11,
252731,보완복구사업,,,2023-06-11,
252733,조정보조금,,,2023-06-11,
252735,재난구제,,,2023-06-11,
252737,간접도움,,,2023-06-11,
252739,농림설비,,,2023-06-11,
252741,농림업시설,,,2023-06-11,
252743,임업시설,,,2023-06-11,
252745,가뭄대비책,,,2023-06-11,
252747,가뭄대안,,,2023-06-11,
252749,가뭄방안,,,2023-06-11,
252751,가뭄대응책,,,2023-06-11,
252753,제설비,,,2023-06-11,
252755,제설경비,,,2023-06-11,
252757,본부협의,,,2023-06-11,
252759,지휘부회의,,,2023-06-11,
252761,예방치료과,,,2023-06-11,
252763,피해액수,,,2023-06-11,
252765,재난시기,,,2023-06-11,
252767,재해기간,,,2023-06-11,
252769,감독지휘과,,,2023-06-11,
252771,현장현황,,,2023-06-11,
252773,조사과,,,2023-06-11,2023-08-16
252775,홍보과,,,2023-06-11,2023-09-04
252777,탐사프로그램,,,2023-06-11,
252779,탐방활동,,,2023-06-11,
252781,경제능력지수,,,2023-06-11,
252783,재정력수치,,,2023-06-11,
252785,자금원천조정,,,2023-06-11,
252787,재본조정,,,2023-06-11,
252789,재원조절,,,2023-06-11,
252791,재원조율,,,2023-06-11,
252793,격일제도,,,2023-06-11,
252795,간일제,,,2023-06-11,
252797,격일,,,2023-06-11,
252799,제한물공급,,,2023-06-11,
252801,제한물대기,,,2023-06-11,
252803,제한급배수,,,2023-06-11,
252805,지방공단,,,2023-06-11,
252807,농업설비,,,2023-06-11,
252809,농사시설,,,2023-06-11,
252811,농산업시설,,,2023-06-11,
252813,총부담액수,,,2023-06-11,
252815,총부담금액,,,2023-06-11,
252817,재난안전대책,,,2023-06-11,
252819,평년수익금액,,,2023-06-11,
252821,평년수익비용,,,2023-06-11,
252823,경영개선지원금액,,,2023-06-11,
252825,경영개선지원비용,,,2023-06-11,
252827,피해사항,,,2023-06-11,
252829,거래전표,,,2023-06-11,
252831,매수전표,,,2023-06-11,
252833,소득액증명,,,2023-06-11,
252835,소득금액증명서,,,2023-06-11,
252837,주거피해,,,2023-06-11,
252839,가택피해,,,2023-06-11,
252841,포획목적,,,2023-06-11,
252843,포획상대,,,2023-06-11,
252845,예측어획량,,,2023-06-11,
252847,추측어획량,,,2023-06-11,
252849,예산작성기준,,,2023-06-11,
252851,기본낚시료,,,2023-06-11,
252853,기본입어요금,,,2023-06-11,
252855,산붕괴지역,,,2023-06-11,
252857,산사태구역,,,2023-06-11,
252859,일정지구,,,2023-06-11,
252861,일정구획,,,2023-06-11,
252863,주민편의증진,,,2023-06-11,
252865,주민편리증진,,,2023-06-11,
252867,주민편익증대,,,2023-06-11,
252869,저류방안,,,2023-06-11,
252871,저류대안,,,2023-06-11,
252873,저류방책,,,2023-06-11,
252875,양식어로,,,2023-06-11,
252877,양식어로장,,,2023-06-11,
252879,위반사실확인문서,,,2023-06-11,
252881,위반사실확인서류,,,2023-06-11,
252883,위반어선,,,2023-06-11,
252885,위반선척,,,2023-06-11,
252887,국가관리설비,,,2023-06-11,
252889,수출지원기관,,,2023-06-11,
252891,국가관리시설물,,,2023-06-11,
252893,지역상태,,,2023-06-11,
252895,지역배경,,,2023-06-11,
252897,연구개발투자활성화,,,2023-06-11,
252899,상품생산기관,,,2023-06-11,
252901,제품생산자,,,2023-06-11,
252903,상품생산자,,,2023-06-11,
252905,투자유도,,,2023-06-11,
252907,투자활성화,,,2023-06-11,
252909,투자확대,,,2023-06-11,
252911,소득증대액,,,2023-06-11,
252913,수익증대액,,,2023-06-11,
252915,혈세낭비,,,2023-06-11,2023-06-11
252917,세금낭비,,,2023-06-11,
252919,헛돈,,,2023-06-11,
252921,영세농어민,,,2023-06-11,
252923,교육세계화,,,2023-06-11,2023-06-11
252925,세금정보,,,2023-06-11,
252927,농어가저축기금,,,2023-06-12,
252929,저축납입액,,,2023-06-12,2023-06-12
252931,목돈마련저축액,,,2023-06-12,2023-06-12
252933,종합소득액,,,2023-06-12,
252935,정규과정,,,2023-06-12,
252937,비정규교육과정,,,2023-06-12,
252939,비정규과정,,,2023-06-12,
252941,항송,,,2023-06-12,
252943,원료채소,,,2023-06-12,
252945,원료곡식,,,2023-06-12,
252947,경영보완,,,2023-06-12,
252949,김치사업경영자,,,2023-06-12,
252951,강사보수,,,2023-06-12,2023-07-10
252953,김치홍보판매,,,2023-06-12,
252955,김치포장규격출하,,,2023-06-12,
252957,규격방출,,,2023-06-12,
252959,유지관리자금,,,2023-06-12,
252961,2급비밀,,,2023-06-12,2023-06-28
252963,3급비밀,,,2023-06-12,2023-06-28
252965,1급비밀,,,2023-06-12,2023-06-28
252967,특급비밀,,,2023-06-12,2023-06-28
252969,결정적,,,2023-06-12,
252971,군사암호,,,2023-06-12,
252973,군사음어,,,2023-06-12,2023-06-12
252975,군사암구호,,,2023-06-12,2023-06-12
252977,직할부대장,,,2023-06-12,
252979,정보본부장,,,2023-06-12,
252981,군사구역,,,2023-06-12,
252983,군지,,,2023-06-12,
252985,긴급해지,,,2023-06-12,
252987,긴급취소,,,2023-06-12,
252989,보급경로,,,2023-06-12,
252991,확산경로,,,2023-06-12,
252993,결재라인,,,2023-06-12,2023-06-12
252995,결재권자,,,2023-06-12,
252997,아이디,,,2023-06-12,2023-06-12
252999,ID,,,2023-06-12,2023-06-12
253001,신분계정,,,2023-06-12,
253003,보안회의,,,2023-06-12,
253005,보안시책회의,,,2023-06-12,
253007,보안전략회의,,,2023-06-12,
253009,비밀등급,,,2023-06-12,2023-08-29
253011,기밀단계,,,2023-06-12,
253013,의무신고사업자,,,2023-06-12,
253015,당연신고사업주,,,2023-06-12,
253017,모집단계,,,2023-06-12,
253019,모집절차,,,2023-06-12,
253021,제공단계,,,2023-06-12,
253023,모집날짜,,,2023-06-12,
253025,제공날짜,,,2023-06-12,
253027,공급일자,,,2023-06-12,
253029,적재적처,,,2023-06-12,
253031,공공외교위,,,2023-06-12,2023-06-12
253033,고령친화관련기관,,,2023-06-12,
253035,고령친화산업표준화사업대리기관,,,2023-06-12,
253037,방사능안전평가,,,2023-06-12,
253039,사업대행인,,,2023-06-12,
253041,할당계획서,,,2023-06-12,
253043,환경오염조사,,,2023-06-12,
253045,조직표,,,2023-06-12,2023-07-15
253047,조직체계도,,,2023-06-12,
253049,지원센터인증서,,,2023-06-12,
253051,안전확인제품,,,2023-06-12,
253053,KS제품인증서,,,2023-06-12,
253055,KS표시제품인증서,,,2023-06-12,
253057,단체표준인증서류,,,2023-06-12,
253059,단체표준증명서,,,2023-06-12,
253061,전문단체표준,,,2023-06-12,
253063,안전확인제도,,,2023-06-12,
253065,지명업무,,,2023-06-12,
253067,상시전시,,,2023-06-12,
253069,임시전시,,,2023-06-12,
253071,환경오염검토,,,2023-06-12,
253073,유통계약질서,,,2023-06-12,
253075,유통시장질서,,,2023-06-12,
253077,지방재정법,,,2023-06-12,2023-06-12
253079,지방재정법시행령,,,2023-06-12,2023-06-12
253081,지자체재정법령,,,2023-06-12,
253083,거주복지시설,,,2023-06-12,
253085,합동교육훈련시스템,,,2023-06-12,2023-06-12
253087,편성체제,,,2023-06-12,
253089,담배경작지도사자격시험,,,2023-06-12,
253091,엽연초생협조합중앙회,,,2023-06-12,
253093,농촌지도사무,,,2023-06-12,
253095,담배경작지도,,,2023-06-12,
253097,일반목적,,,2023-06-12,
253099,설립등기등본,,,2023-06-12,
253101,합동교육훈련,,,2023-06-12,
253103,군사기본방향,,,2023-06-12,
253105,군체계,,,2023-06-12,
253107,국군조직,,,2023-06-12,
253109,휘하부대,,,2023-06-12,
253111,수하부대,,,2023-06-12,
253113,항공작전전대,,,2023-06-12,
253115,함대,,,2023-06-12,
253117,직할전단,,,2023-06-12,
253119,에어포스,,,2023-06-12,
253121,설치사업,,,2023-06-12,
253123,설립사업,,,2023-06-12,
253125,교육디지털사업,,,2023-06-12,
253127,붕괴내력,,,2023-06-12,
253129,교육정보화업,,,2023-06-12,
253131,중대규모,,,2023-06-12,
253133,교육시설개량사업,,,2023-06-12,
253135,군사필요,,,2023-06-12,
253137,교육시설개선업,,,2023-06-12,
